eu_code,tên sản phẩm,annex1_legal_ref,hs6 hiện tại,đánh giá,mã HS6 đúng đề xuất (nếu sai/ngờ),lý do + nguồn dẫn,hs6_current_desc,hs6_proposed_desc,source_concordance_url,source_hs2012_url,source_annex1_url,original_annex1_group,original_note
213000,(c) other root and tuber vegetables except sugar beets,0213000 ,070610,NGỜ,070610;070690;071490,"Nhóm other root/tuber vegetables gồm nhiều mã; 070610 chỉ carrots/turnips. Nguồn EU/loài: 0213000 . HS2012 hiện tại: 070610: Vegetables, root: carrots and turnips, fresh or chilled. HS2012 đề xuất: 070610: Vegetables, root: carrots and turnips, fresh or chilled | 070690: Vegetables, root: salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled | 071490: Vegetable roots and tubers: arrowroot, salep, Jerusalem artichokes and similar roots and tubers (not manioc, sweet potatoes, yams, taro or yautia), high starch or inulin content, fresh, chilled, frozen, dried, sliced or not, or in pellet form: sago pith.","070610: Vegetables, root: carrots and turnips, fresh or chilled","070610: Vegetables, root: carrots and turnips, fresh or chilled | 070690: Vegetables, root: salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled | 071490: Vegetable roots and tubers: arrowroot, salep, Jerusalem artichokes and similar roots and tubers (not manioc, sweet potatoes, yams, taro or yautia), high starch or inulin content, fresh, chilled, frozen, dried, sliced or not, or in pellet form: sago pith",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
162040,Prickly pears/cactus fruits,0162040 Prickly pears/cactus fruits | Opuntia ficus-indica,081090,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0162040 Prickly pears/cactus fruits | Opuntia ficus-indica. HS2012 hiện tại: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"[VN-overlay: 081040→081090] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
500010,Barley,0500010 Barley | Hordeum vulgare,100310; 100390,SAI,100310;100390,"Trường hs6 chứa nhiều mã nên không phải một mã HS6 đơn; cần explode/chuẩn hóa trước khi merge với trade data. Nguồn EU/loài: 0500010 Barley | Hordeum vulgare. HS2012 hiện tại: 100310: Cereals: barley, seed | 100390: Cereals: barley, other than seed. HS2012 đề xuất: 100310: Cereals: barley, seed | 100390: Cereals: barley, other than seed.","100310: Cereals: barley, seed | 100390: Cereals: barley, other than seed","100310: Cereals: barley, seed | 100390: Cereals: barley, other than seed",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,05xxxxx Ngũ cốc,Barley (Hordeum) → 100310+100390 one-to-many [SỬA: giữ nhánh non-seed]
1030990,Others (2),1030990 Others ( 2 ),,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1030990 Others ( 2 ). HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
130990,Others (2),0130990 Others ( 2 ),080830,SAI,081090,"Others trong pome fruits không phải pears 080830; medlars/loquats residual nên dùng 081090. Nguồn EU/loài: 0130990 Others ( 2 ). HS2012 hiện tại: 080830: Fruit, edible: pears, fresh. HS2012 đề xuất: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","080830: Fruit, edible: pears, fresh","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
242990,Others (2),0242990 Others ( 2 ),070410,SAI,070490,"Others trong head brassica không phải cauliflower/broccoli 070410; dùng 070490. Nguồn EU/loài: 0242990 Others ( 2 ). HS2012 hiện tại: 070410: Vegetables, brassica: cauliflowers and headed broccoli, fresh or chilled. HS2012 đề xuất: 070490: Vegetables, brassica: edible, n.e.c. in heading no. 0704, fresh or chilled.","070410: Vegetables, brassica: cauliflowers and headed broccoli, fresh or chilled","070490: Vegetables, brassica: edible, n.e.c. in heading no. 0704, fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
110990,Others (2),0110990 Others ( 2 ),080510,SAI,080590,"Others trong citrus không phải oranges 080510; dùng citrus n.e.c. 080590. Nguồn EU/loài: 0110990 Others ( 2 ). HS2012 hiện tại: 080510: Fruit, edible: oranges, fresh or dried. HS2012 đề xuất: 080590: Fruit, edible: citrus fruit n.e.c. in heading no. 0805, fresh or dried.","080510: Fruit, edible: oranges, fresh or dried","080590: Fruit, edible: citrus fruit n.e.c. in heading no. 0805, fresh or dried",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
631050,Lime/linden,0631050 Lime/linden | Tilia cordata; Tilia platyphyllos; Tilia tomentosa ; syn: Tilia argentea,121190,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0631050 Lime/linden | Tilia cordata; Tilia platyphyllos; Tilia tomentosa ; syn: Tilia argentea. HS2012 hiện tại: 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered.","121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,06xxxxx Chè/cà phê/hật cacao/thảo mộc,"[herbal infusion part→1211 plants for infusion; lumped] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
650000,Carobs/Saint John's breads,0650000 Carobs/Saint John's breads | Ceratonia siliqua,,SAI,121292;121299,"Carobs/locust beans có 121292; subitems khác như jengkol có thể cần residual 121299; để trống là thiếu ánh xạ. Nguồn EU/loài: 0650000 Carobs/Saint John's breads | Ceratonia siliqua. HS2012 hiện tại: (trống). HS2012 đề xuất: 121292: Locust beans (carob): fit for human consumption, fresh, chilled, frozen or dried, whether or not ground | 121299: Vegetable products: fit for human consumption, n.e.c. in heading no. 1212, fresh, chilled, frozen or dried, whether or not ground.",(trống),"121292: Locust beans (carob): fit for human consumption, fresh, chilled, frozen or dried, whether or not ground | 121299: Vegetable products: fit for human consumption, n.e.c. in heading no. 1212, fresh, chilled, frozen or dried, whether or not ground",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,06xxxxx Chè/cà phê/hật cacao/thảo mộc,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
810080,Fenugreek,0810080 Fenugreek | Trigonella foenum-graecum,091099,ĐÚNG,,Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0810080 Fenugreek | Trigonella foenum-graecum. HS2012 hiện tại: 091099: Spices: n.e.c. in heading no. 0910.,091099: Spices: n.e.c. in heading no. 0910,,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | HSFIX6 090921->091099: fenugreek=spice nec, không phải coriander"
1070000,Wild terrestrial vertebrate animals,1070000 Wild terrestrial vertebrate animals,,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1070000 Wild terrestrial vertebrate animals. HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
1020020,Sheep,1020020 Sheep | Ovis aries,,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1020020 Sheep | Ovis aries. HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,10xxxxx SP động vật (cạn),"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
140020,Cherries (sweet),0140020 Cherries (sweet) | Cerasus avium ; syn: Prunus avium,080921,SAI,080921;080929,"Sweet cherries không nên chỉ dùng sour cherries 080921; cần sweet/other cherries 080929, và nếu EU code chứa sour cherries thì cả 080921. Nguồn EU/loài: 0140020 Cherries (sweet) | Cerasus avium ; syn: Prunus avium. HS2012 hiện tại: 080921: Fruit, edible: sour cherries (Prunus cerasus), fresh. HS2012 đề xuất: 080921: Fruit, edible: sour cherries (Prunus cerasus), fresh | 080929: Fruit, edible: cherries, other than sour cherries (Prunus cerasus), fresh.","080921: Fruit, edible: sour cherries (Prunus cerasus), fresh","080921: Fruit, edible: sour cherries (Prunus cerasus), fresh | 080929: Fruit, edible: cherries, other than sour cherries (Prunus cerasus), fresh",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
300990,Others (2),0300990 Others ( 2 ),071310,SAI,071390,"Others trong pulses không nên neo vào peas 071310; residual hợp lý hơn là đậu khô n.e.c. 071390. Nguồn EU/loài: 0300990 Others ( 2 ). HS2012 hiện tại: 071310: Vegetables, leguminous: peas (pisum sativum), shelled, whether or not skinned or split, dried. HS2012 đề xuất: 071390: Vegetables, leguminous: n.e.c. in heading no. 0713, shelled, whether or not skinned or split, dried.","071310: Vegetables, leguminous: peas (pisum sativum), shelled, whether or not skinned or split, dried","071390: Vegetables, leguminous: n.e.c. in heading no. 0713, shelled, whether or not skinned or split, dried",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,03xxxxx Đậu/pulses,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
820060,"Peppercorn (black, green and white)","0820060 Peppercorn (black, green and white) | Piper nigrum",090411,NGỜ,090411;090412;091099,"Piper pepper has form split and Annex has non-Piper pepper-like spices; one 090411 is too narrow. Nguồn EU/loài: 0820060 Peppercorn (black, green and white) | Piper nigrum. HS2012 hiện tại: 090411: Spices: pepper (of the genus piper), neither crushed nor ground. HS2012 đề xuất: 090411: Spices: pepper (of the genus piper), neither crushed nor ground | 090412: Spices: pepper (of the genus piper), crushed or ground | 091099: Spices: n.e.c. in heading no. 0910.","090411: Spices: pepper (of the genus piper), neither crushed nor ground","090411: Spices: pepper (of the genus piper), neither crushed nor ground | 090412: Spices: pepper (of the genus piper), crushed or ground | 091099: Spices: n.e.c. in heading no. 0910",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,08xxxxx Gia vị,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
